order_id,customer_name,customer_age,email,city,product,quantity,unit_price,total_revenue,payment_method,order_status,discount_percent,rating,order_date,delivery_days
131,David,,saragmail.com,Delhi,Keyboard,1.0,9999.0,9999,credit card,Returned,,3,2023-12-27,1.0
132,Sneha,35,sara@yahoo.com,Chennai,Mobile,3.0,4999.0,14997,Debit Card,Delivered,10,N/A,2023-01-07,-1.0
133,Kiran,22,saragmail.com,Pune,Mobile,5.0,25999.0,129995,Debit Card,Pending,five,N/A,2022-04-14,7.0
134,Sneha,22,,Ahmedabad,Monitor,2.0,,unknown,UPI,pending,15,2,2024-04-08,7.0
135,Anjali,35,sara@yahoo.com,Kolkata,Mouse,3.0,14999.0,44997,Cash,delivered,,4,2022-09-02,2.0
136,Anjali,30,john@gmail.com,Hyderabad,Monitor,2.0,25999.0,51998,Credit Card,pending,,N/A,2024-04-16,1.0
137,Mohit,40,anjaligmail.com,Delhi,Mobile,1.0,4999.0,4999,upi,Returned,10,1,2022-10-19,5.0
138,Priya,45,sneha@yahoo.com,Hyderabad,Mobile,4.0,25999.0,103996,Credit Card,Cancelled,0,N/A,2022-02-24,
139,Anjali,30,,Bangalore,Mouse,3.0,4999.0,14997,credit card,Returned,15,5,2023-10-28,1.0
140,David,40,snehagmail.com,mumbai ,Monitor,1.0,1999.0,1999,Cash,Delivered,10,2,2024-07-16,3.0
141,Priya,,kiran@yahoo.com,Delhi,Mouse,1.0,4999.0,4999,Cash,delivered,,1,2022-05-05,
142,Amit,30,john@yahoo.com,mumbai ,Tablet,5.0,4999.0,24995,Debit Card,delivered,15,2,2023-06-12,
143,Mohit,45,priya@gmail.com,Ahmedabad,Laptop,1.0,25999.0,25999,credit card,Returned,10,3,2023-11-16,
144,Kiran,45,sneha@gmail.com,Hyderabad,Mobile,3.0,1999.0,5997,Credit Card,Cancelled,,3,2022-01-17,-1.0
145,Priya,NA,rahulgmail.com,Ahmedabad,Laptop,2.0,,unknown,UPI,Pending,0,N/A,2023-10-21,2.0
146,David,40,david@yahoo.com,Ahmedabad,Tablet,1.0,9999.0,9999,Credit Card,pending,5,3,2024-06-26,3.0
147,Mohit,40,,Pune,Keyboard,1.0,,unknown,Cash,Returned,10,2,2024-06-01,5.0
148,Priya,40,priya@yahoo.com,Pune,Monitor,4.0,9999.0,39996,upi,Pending,,3,2023-12-10,3.0
149,Kiran,40,john@yahoo.com,Pune,Mobile,1.0,9999.0,9999,credit card,Returned,10,4,2022-04-16,1.0
150,Priya,,john@gmail.com,DELHI,Keyboard,3.0,25999.0,77997,Cash,Cancelled,,N/A,2024-01-15,
151,Amit,30,kiran@yahoo.com,Bangalore,Laptop,2.0,1999.0,3998,Debit Card,pending,10,3,2023-11-27,5.0
152,Sara,30,,Ahmedabad,Mouse,5.0,1999.0,9995,Credit Card,delivered,5,5,2024-08-30,3.0
153,Rahul,35,priya@gmail.com,Ahmedabad,Monitor,3.0,,unknown,Cash,delivered,0,3,2023-02-12,-1.0
154,Priya,40,anjaligmail.com,Bangalore,Mouse,,14999.0,,Credit Card,Returned,5,,2022-09-24,5.0
155,John,45,,Bangalore,Keyboard,,9999.0,0,credit card,pending,five,2,2022-03-31,-1.0
156,Sneha,25,snehagmail.com,Ahmedabad,Laptop,5.0,4999.0,24995,UPI,delivered,,3,2023-01-06,5.0
157,Mohit,25,,Ahmedabad,Monitor,5.0,4999.0,24995,Cash,Returned,,1,2024-04-02,2.0
158,Rahul,NA,,,Keyboard,3.0,,,Net Banking,Pending,5,4,2024-09-22,7.0
159,Rahul,30,johngmail.com,Hyderabad,Keyboard,1.0,1999.0,1999,Debit Card,Cancelled,,3,2024-07-21,-1.0
160,Kiran,40,,,Laptop,3.0,4999.0,14997,Net Banking,pending,5,5,2022-03-22,7.0
161,Amit,45,kiran@gmail.com,Delhi,Laptop,2.0,,0,credit card,delivered,10,,2022-06-07,2.0
162,John,22,,Ahmedabad,Mobile,5.0,14999.0,74995,upi,pending,15,3,2024-02-25,5.0
163,Anjali,NA,mohit@yahoo.com,Chennai,Tablet,,1999.0,,Net Banking,Pending,10,N/A,2022-03-16,
164,Sara,30,sara@gmail.com,Chennai,Headphones,,9999.0,unknown,Credit Card,Cancelled,15,2,2022-11-23,2.0
165,Sneha,,kiran@yahoo.com,Bangalore,Mouse,1.0,9999.0,9999,UPI,delivered,five,3,2022-04-10,2.0
166,Anjali,NA,,Mumbai,Laptop,2.0,14999.0,29998,Cash,delivered,15,2,2024-02-21,2.0
167,Kiran,22,john@yahoo.com,DELHI,Keyboard,3.0,1999.0,5997,Cash,Cancelled,,1,2023-08-21,-1.0
168,Sara,40,sara@yahoo.com,Mumbai,Headphones,4.0,4999.0,19996,Credit Card,delivered,,2,2022-04-21,3.0
169,David,,david@yahoo.com,Kolkata,Mouse,3.0,1999.0,5997,Net Banking,pending,,1,2023-07-21,2.0
170,Rahul,45,,Chennai,Monitor,1.0,14999.0,14999,Net Banking,Returned,,1,2024-09-25,1.0
171,Rahul,NA,david@yahoo.com,mumbai ,Monitor,2.0,,unknown,Debit Card,Cancelled,,3,2022-02-09,2.0
172,Kiran,45,david@yahoo.com,Kolkata,Headphones,5.0,,unknown,upi,Delivered,10,3,2023-02-07,
173,John,40,amit@yahoo.com,DELHI,Mouse,4.0,25999.0,103996,upi,delivered,,2,2022-04-23,
174,Rahul,30,david@yahoo.com,DELHI,Mobile,5.0,14999.0,74995,Credit Card,delivered,five,1,2022-02-22,2.0
175,Sneha,,rahul@yahoo.com,Pune,Monitor,4.0,9999.0,39996,upi,delivered,15,N/A,2022-01-20,-1.0
176,David,30,davidgmail.com,Hyderabad,Keyboard,,1999.0,0,Cash,delivered,15,3,2024-01-24,2.0
177,Sneha,45,john@yahoo.com,Chennai,Tablet,5.0,9999.0,49995,Net Banking,Cancelled,5,3,2023-04-16,-1.0
178,Sara,NA,sara@yahoo.com,,Mouse,,4999.0,0,credit card,Cancelled,10,1,2022-10-23,7.0
179,John,,saragmail.com,Mumbai,Tablet,5.0,14999.0,74995,credit card,Delivered,10,4,2023-11-24,
180,David,35,,Kolkata,Mobile,,14999.0,,Credit Card,delivered,five,5,2022-09-20,2.0
181,Priya,35,sneha@gmail.com,Pune,Tablet,1.0,,0,credit card,Returned,0,,2022-09-06,-1.0
182,Anjali,30,mohit@yahoo.com,DELHI,Mobile,1.0,25999.0,25999,upi,Cancelled,10,3,2022-05-21,
183,Rahul,35,david@gmail.com,Pune,Mouse,1.0,,0,Debit Card,Delivered,15,N/A,2022-03-02,5.0
184,Sara,22,john@gmail.com,Kolkata,Headphones,,9999.0,,credit card,delivered,,4,2022-07-10,2.0
185,Sara,40,sneha@gmail.com,Bangalore,Keyboard,5.0,14999.0,74995,Cash,pending,10,,2024-05-21,2.0
186,Mohit,35,rahul@yahoo.com,,Tablet,,9999.0,unknown,Credit Card,Returned,five,1,2022-01-15,2.0
187,Mohit,35,,Chennai,Headphones,4.0,9999.0,39996,upi,Cancelled,10,3,2022-05-24,7.0
188,Amit,40,saragmail.com,DELHI,Laptop,5.0,1999.0,9995,Cash,Cancelled,5,4,2024-01-11,
189,Kiran,25,,Chennai,Mobile,,9999.0,0,Debit Card,Returned,5,4,2023-05-30,
190,Sneha,NA,davidgmail.com,DELHI,Mouse,3.0,14999.0,44997,Net Banking,Delivered,,4,2023-09-13,7.0
191,Kiran,25,amitgmail.com,,Mobile,3.0,1999.0,5997,Debit Card,Cancelled,,4,2023-12-22,1.0
192,Amit,NA,priya@yahoo.com,Ahmedabad,Mobile,2.0,,0,Net Banking,Returned,15,5,2023-11-28,1.0
193,Amit,22,,Chennai,Monitor,4.0,,unknown,Credit Card,Delivered,15,3,2023-07-27,
194,John,25,anjali@gmail.com,Pune,Mobile,5.0,1999.0,9995,upi,Pending,five,,2022-03-07,
195,Mohit,,anjali@yahoo.com,Delhi,Keyboard,4.0,9999.0,39996,credit card,delivered,5,,2024-09-13,-1.0
196,Sneha,,davidgmail.com,Mumbai,Mouse,1.0,4999.0,4999,Credit Card,Cancelled,15,,2022-12-23,
197,Anjali,,snehagmail.com,Hyderabad,Mobile,4.0,25999.0,103996,UPI,Pending,five,N/A,2023-07-12,1.0
198,Priya,22,snehagmail.com,Delhi,Monitor,,14999.0,0,Credit Card,Returned,,,2022-02-02,
199,Sneha,22,mohit@yahoo.com,,Mobile,1.0,4999.0,4999,upi,Delivered,5,5,2024-06-12,3.0
200,Rahul,45,,DELHI,Monitor,,25999.0,unknown,Debit Card,Returned,10,3,2022-08-28,1.0
201,Amit,,david@yahoo.com,Hyderabad,Keyboard,5.0,,,credit card,Returned,,3,2023-07-25,
202,David,40,mohitgmail.com,Ahmedabad,Mobile,4.0,4999.0,19996,upi,Pending,10,N/A,2023-03-03,
203,Mohit,,mohitgmail.com,Chennai,Tablet,4.0,1999.0,7996,Debit Card,Cancelled,five,1,2022-05-28,5.0
204,Mohit,35,,DELHI,Monitor,3.0,1999.0,5997,Net Banking,Delivered,0,2,2024-05-17,-1.0
205,Sara,35,anjaligmail.com,Kolkata,Laptop,5.0,,0,Debit Card,Pending,five,1,2024-02-19,
206,David,35,mohitgmail.com,Hyderabad,Mouse,4.0,4999.0,19996,UPI,Returned,15,5,2024-02-12,
207,Anjali,45,david@yahoo.com,Delhi,Mouse,3.0,9999.0,29997,credit card,Returned,10,2,2023-01-03,3.0
208,John,35,rahul@gmail.com,,Monitor,4.0,1999.0,7996,Net Banking,pending,15,3,2022-11-17,2.0
209,Anjali,,kirangmail.com,,Keyboard,3.0,4999.0,14997,credit card,Cancelled,10,N/A,2022-07-20,-1.0
210,Sara,NA,anjaligmail.com,Bangalore,Mobile,,,0,credit card,delivered,15,2,2023-05-16,7.0
211,Amit,22,priya@gmail.com,Pune,Mobile,1.0,25999.0,25999,upi,pending,5,1,2023-10-20,
212,Kiran,NA,sara@gmail.com,DELHI,Keyboard,1.0,4999.0,4999,Net Banking,Returned,five,4,2022-06-04,1.0
213,David,,amit@gmail.com,Kolkata,Monitor,5.0,25999.0,129995,UPI,Delivered,,N/A,2022-01-07,
214,Sneha,25,priyagmail.com,Chennai,Monitor,4.0,4999.0,19996,Net Banking,Cancelled,10,3,2023-11-22,-1.0
215,Sneha,,anjaligmail.com,Kolkata,Keyboard,1.0,9999.0,9999,upi,Delivered,five,N/A,2023-02-11,
216,David,,mohit@yahoo.com,Ahmedabad,Laptop,1.0,1999.0,1999,credit card,Delivered,five,2,2024-02-17,1.0
217,Sneha,25,david@gmail.com,Chennai,Mouse,4.0,,unknown,credit card,delivered,15,3,2023-05-27,1.0
218,Amit,22,,Chennai,Monitor,1.0,,unknown,Debit Card,pending,15,1,2024-08-04,3.0
219,Mohit,,,Bangalore,Mouse,5.0,4999.0,24995,credit card,pending,0,5,2022-06-16,
220,Priya,25,mohitgmail.com,Hyderabad,Monitor,3.0,1999.0,5997,upi,delivered,,4,2024-09-24,-1.0
221,Sara,NA,anjaligmail.com,,Headphones,1.0,,unknown,Cash,Pending,five,5,2022-12-01,
222,Priya,40,sneha@gmail.com,Kolkata,Mobile,1.0,25999.0,25999,Cash,pending,five,2,2023-01-25,
223,John,25,priya@gmail.com,Ahmedabad,Tablet,3.0,9999.0,29997,upi,Cancelled,0,2,2023-02-03,1.0
224,Priya,,priya@gmail.com,Hyderabad,Monitor,4.0,14999.0,59996,Credit Card,delivered,,N/A,2022-07-11,3.0
225,Priya,40,mohit@yahoo.com,,Mobile,4.0,1999.0,7996,Net Banking,delivered,5,,2024-06-03,5.0
226,Rahul,40,john@yahoo.com,Delhi,Mobile,2.0,9999.0,19998,Cash,Cancelled,15,3,2022-06-23,5.0
227,Kiran,40,sneha@yahoo.com,mumbai ,Mobile,1.0,9999.0,9999,Cash,Delivered,5,3,2024-03-12,1.0
228,Sara,,sara@yahoo.com,Pune,Mouse,4.0,9999.0,39996,upi,pending,,2,2024-08-29,3.0
229,Mohit,NA,saragmail.com,Hyderabad,Tablet,5.0,,,credit card,pending,five,4,2022-11-25,7.0
230,Sara,,john@yahoo.com,Delhi,Monitor,2.0,9999.0,19998,Debit Card,delivered,,2,2024-03-11,
